============================
on the qwerty layout
1.0 : wis qua
0.85 : wiz eros
1.0 : choppier chopper
1.0 : choppier copier
1.0 : choppier copper
1.0 : choppier coper
0.8 : iodic iodid
1.0 : bronchos broncos
0.81 : skirr skiff
1.0 : skirt adjurer
0.87 : skirt clotty
1.0 : rickety rickey
1.0 : lopers loopers
1.0 : gingal gingall
1.0 : beadle beagle
1.0 : sulfureted sulfuretted
0.81 : shinnied whinnied
0.8 : vox fox
1.0 : scalds scalls
1.0 : passe pase
0.81 : based gassed
1.0 : tire your
1.0 : tire tie
0.8 : fores votes
0.85 : fores roues
0.85 : fores rotes
0.85 : tiro tirl
0.85 : rash ram
1.0 : rash rah
0.85 : rash ray
0.81 : baser gasser
0.81 : bases gasses
0.89 : sowing wowing
1.0 : melds mels
0.87 : melds meow
1.0 : bayoneted bayonetted
0.81 : sark sari
0.85 : yay yah
0.87 : wills sills
0.85 : yam yah
0.81 : sprat sprag
1.0 : hyte kit
0.83 : collied dollied
0.87 : leer oyer
0.87 : leer port
0.81 : fids rids
0.87 : naperies japeries
1.0 : dupping duping
1.0 : wrigglers wigglers
1.0 : vrouw vrow
0.89 : vrouw ceria
0.81 : mitre buds
1.0 : lager laager
1.0 : spriest sportiest
1.0 : creepies crepes
1.0 : neutral neural
1.0 : morns mourns
1.0 : rumors rumours
0.81 : gloating bloating
1.0 : tupping topping
1.0 : tupping tipping
0.85 : mawing hawing
1.0 : tittuping tittupping
0.85 : hanses manses
0.87 : wights sights
1.0 : wights wrights
0.81 : badging gaging
1.0 : dottier dotier
0.81 : banger ganger
0.81 : banged ganged
1.0 : banged baned
1.0 : curites curries
1.0 : curites curies
1.0 : awry gyp
1.0 : ureic uretic
0.81 : fitters ritters
0.81 : glumes blumes
0.89 : sounding wounding
0.87 : sinker winker
0.85 : smacks whacks
1.0 : pets poets
1.0 : riffling rifling
1.0 : laveers lavers
0.81 : riles files
1.0 : regretted regreeted
0.85 : say trio
0.85 : say sash
1.0 : spiling spoiling
1.0 : teargases teargasses
0.85 : fakes requites
1.0 : ouph treys
1.0 : gormand gourmand
0.81 : kif jute
1.0 : kif log
0.81 : kif lot
0.85 : kid kite
1.0 : broody verist
0.81 : gogglers togglers
1.0 : cwms vend
0.85 : roiled foiled
0.83 : chowed dowed
1.0 : chowed cowed
0.81 : ribs fibs
1.0 : cones conges
0.81 : gland bland
1.0 : tepid trepid
1.0 : droshky drosky
1.0 : mooted moored
0.85 : mashing hashing
1.0 : pewters powters
1.0 : adds ads
0.81 : bass gas
1.0 : bass bas
1.0 : bass jeer
0.85 : ays wud
0.81 : ays sure
0.85 : ays toph
1.0 : escalop escallop
0.85 : mas pity
0.85 : mas potty
0.85 : mas ort
0.81 : mat mag
0.85 : mat hat
0.85 : mae hae
1.0 : mad keet
0.85 : mag potto
0.87 : man keto
1.0 : scarrier scarier
0.81 : tale gale
0.81 : tala gala
0.81 : tall gal
0.81 : tall gall
0.9 : tall tao
1.0 : arrows stiped
1.0 : arrows stoped
1.0 : ors ours
1.0 : cough chough
0.85 : orc kex
1.0 : ora pits
1.0 : ora puts
1.0 : ora pots
1.0 : wariest wartiest
0.81 : basify gasify
1.0 : eyer titty
0.83 : douching couching
0.85 : bash bay
1.0 : bash bah
1.0 : roster rooster
0.85 : roster foster
1.0 : callipees calipees
1.0 : murrine murine
0.87 : shod shoe
0.87 : shod shore
0.87 : shod shote
0.83 : coital dotal
0.89 : vrow ceria
0.85 : malted halted
1.0 : profs proofs
1.0 : garote garrote
1.0 : outwriting outwitting
1.0 : kaas peer
1.0 : kaas kas
1.0 : kaas pier
0.85 : mammock hammock
1.0 : creeper crepier
1.0 : creeper creepier
0.81 : crab crag
1.0 : womeras woomeras
1.0 : grid feus
1.0 : grid fetus
1.0 : kakis khakis
1.0 : wagoning waggoning
0.87 : jabbing nabbing
1.0 : saviors saviours
0.81 : fairish fairyism
1.0 : prism porism
0.81 : goy wye
0.81 : goy wyte
0.81 : goy toy
1.0 : stiped stoped
0.87 : drupe sels
1.0 : drupe serow
1.0 : eye tit
1.0 : eye eyre
1.0 : comparing comparting
0.81 : goads toads
1.0 : rifler riffler
1.0 : rifles riffles
1.0 : winged wined
0.87 : winged singed
1.0 : winged wringed
1.0 : rifled riffled
0.89 : fairing requiring
0.81 : ironer kroner
0.83 : dowing cowing
0.83 : dowing chowing
0.83 : dons cons
0.87 : dons eons
0.83 : done cone
0.8 : plateaux plateaus
1.0 : dah dash
0.85 : dah dam
0.85 : dah day
1.0 : toot toit
0.81 : toot gout
1.0 : toot aga
0.81 : toot dure
0.81 : toot due
1.0 : toot tot
1.0 : canvassing canvasing
1.0 : ruin rin
0.87 : sild wild
1.0 : sild auks
0.85 : haded madded
1.0 : faggots fagots
1.0 : caked casked
0.83 : cowers dowers
1.0 : dropping dripping
0.81 : gay bay
0.81 : gat gag
0.81 : gat bat
0.81 : gat tat
0.81 : gas bas
0.81 : gas tas
0.81 : gas tass
0.81 : gas jeer
0.81 : gap tap
0.81 : gam tam
0.81 : gal bal
1.0 : gal gall
1.0 : matings mattings
0.81 : gag gab
0.81 : gag bag
0.81 : gag tag
0.81 : gae phi
0.81 : gae tae
0.81 : gad bad
0.81 : gad tad
0.81 : gab tab
0.85 : day dash
1.0 : purpose propose
0.81 : toit gout
1.0 : toit aga
0.81 : toit dure
0.81 : toit due
1.0 : toit tot
0.87 : sighless wigless
0.83 : coir sire
0.83 : coir dour
0.83 : coir site
0.83 : coir dor
1.0 : coir choir
1.0 : laders ladders
0.81 : tabbing gabbing
0.81 : kirk lotto
0.85 : maying haying
1.0 : stipe stope
1.0 : stipe stupe
1.0 : basseted bassetted
0.81 : tench trendy
1.0 : wiggled wriggled
1.0 : wiggler wriggler
1.0 : wiggles wriggles
0.81 : shew whew
0.87 : silted wilted
1.0 : loury lory
1.0 : loury lorry
1.0 : pedaled pedalled
0.8 : diverts civets
0.85 : mats hats
0.85 : math hath
0.85 : hanked yanked
1.0 : hajjs hadjs
0.87 : hajji hank
1.0 : hajji hadji
0.89 : cowry cosh
0.83 : cowry dowry
1.0 : cowry cowy
1.0 : typier toper
1.0 : spitter sputter
1.0 : spitter spotter
1.0 : spitted spotted
1.0 : labouring laboring
1.0 : tempters tempers
1.0 : mortises morrises
1.0 : droppers drippers
1.0 : lobs kiva
1.0 : lutes lures
1.0 : luted lured
1.0 : khamsin kamsin
0.87 : wrings sings
1.0 : wrings wings
0.87 : jagging nagging
1.0 : uit tye
1.0 : whippier whipper
1.0 : spitting spiting
1.0 : rivalling rivaling
1.0 : wye wyte
1.0 : wye toy
1.0 : casette cassette
0.81 : garrets barrets
0.81 : ribbed fibbed
1.0 : jettying jetting
0.81 : ribber fibber
0.85 : haddest maddest
1.0 : balas balsas
0.81 : balas galas
0.81 : garters barters
1.0 : quippu quipu
0.87 : widdled sidled
1.0 : aas wee
1.0 : aas we
0.81 : galling baling
0.83 : coffers doffers
0.89 : wound sound
1.0 : trenail tenail
1.0 : stagier staggier
1.0 : moped mopped
1.0 : tsks raja
1.0 : yipe tow
0.81 : goiter touter
1.0 : pedestalled pedestaled
0.85 : yank hank
1.0 : peins pterins
0.81 : bluing gluing
0.81 : gabble babble
0.85 : kelp hank
1.0 : belabour belabor
1.0 : petting prettying
0.8 : ditty city
1.0 : spues spies
0.9 : spues wipes
0.8 : fogie vogie
1.0 : pyes pies
0.85 : hams yams
0.8 : cleric clerid
0.81 : ridges fidges
1.0 : cooped coopted
1.0 : cooped copied
1.0 : cooped chopped
1.0 : cooped copped
1.0 : cooped coped
1.0 : coop cop
1.0 : coop chop
0.85 : malt halt
0.9 : aals spue
1.0 : aals alls
1.0 : metalled metaled
0.8 : vitric virid
0.85 : mauls hauls
1.0 : humour humor
1.0 : ayes surd
0.81 : hotly stabs
1.0 : pitiers puttiers
0.8 : cyanid cyanic
0.83 : chotts sirra
0.83 : coting doting
0.83 : coting dotting
1.0 : swine swinge
1.0 : peddler pedler
0.83 : cope dope
1.0 : cops coops
1.0 : cops chops
0.9 : oats lats
0.9 : oath lath
0.81 : biff mott
0.81 : biff birr
1.0 : cutlases cutlasses
1.0 : pow la
1.0 : pot our
1.0 : pot ha
1.0 : pot pit
0.85 : pot ya
1.0 : pop ewe
1.0 : poi da
1.0 : poi pi
1.0 : fagoted faggoted
1.0 : biotypes biotopes
1.0 : drys seta
0.81 : ranch randy
1.0 : mouthiest mothiest
1.0 : basinets bassinets
1.0 : choirs coirs
0.83 : choirs dors
1.0 : ladies laddies
0.81 : ribbing fibbing
0.81 : kroon iron
0.81 : gars bars
0.81 : shires whites
1.0 : medaling medalling
1.0 : all wop
1.0 : all aal
0.87 : ale quote
0.81 : alb quoit
0.9 : ala spew
0.81 : alt quoit
1.0 : reinjure retinue
0.87 : nabs jabs
0.81 : tags gags
0.85 : masting hasting
1.0 : moufflons mouflons
1.0 : quires word
0.89 : quires sord
0.81 : goad toad
0.9 : goat blat
1.0 : profiter profiteer
1.0 : crimpier crimper
0.81 : dwarfish dwarfism
1.0 : wainscoting wainscotting
1.0 : callipers calipers
1.0 : feet lip
1.0 : feet fet
0.8 : soaps slaps
0.85 : hangs yangs
1.0 : lottos lotos
1.0 : spiry sporty
1.0 : spiry spurry
1.0 : spiry spry
1.0 : typos topos
1.0 : oyer port
0.81 : toters goers
1.0 : toters tooters
1.0 : canvasses canvases
1.0 : canvasser canvaser
0.83 : doers corers
1.0 : doers doters
0.85 : rotl dirk
0.81 : rotl roto
1.0 : negatons negations
1.0 : gibbeting gibbering
1.0 : clots clouts
1.0 : parlor parlour
0.83 : congees donees
0.85 : purls prow
1.0 : flited flied
1.0 : flites flies
0.83 : sis six
0.83 : sis xis
0.87 : sis qua
0.83 : sis doc
0.87 : sis doe
1.0 : sir doit
0.87 : sir ropy
0.81 : sir dog
1.0 : sir dot
0.83 : sir cot
0.87 : sit writ
0.83 : sit coy
1.0 : six doc
1.0 : sib dom
0.87 : sim eon
0.83 : sim con
0.83 : sim chon
1.0 : sim don
0.81 : gamps tamps
0.81 : tabby gabby
0.81 : rowdyism rowdyish
0.89 : zaire depot
1.0 : preying preeing
1.0 : preying peeing
1.0 : preying pieing
1.0 : taboring tabouring
1.0 : exporting expiring
0.81 : rites fires
0.81 : rites gourd
0.83 : cozen dozen
1.0 : manges manes
1.0 : unmeet unmet
0.81 : glister blister
1.0 : writhed withed
1.0 : weens wens
0.89 : avow avos
1.0 : aper apter
1.0 : waly wally
0.81 : soph soppy
0.83 : collar dollar
1.0 : dorty dory
1.0 : riveted rivetted
0.81 : totty gouty
0.81 : gabled tabled
1.0 : unmasking unmaking
1.0 : linger liner
0.87 : sighting weighting
0.83 : cocker docker
0.87 : van hero
0.87 : vau hero
0.85 : made hade
1.0 : riflers rifflers
0.81 : bating gating
1.0 : lory lorry
1.0 : lord kites
1.0 : nigh crass
1.0 : tired tied
1.0 : tires ties
0.81 : fingers ringers
0.81 : fingers ruiners
1.0 : here vasa
1.0 : tipples topples
0.87 : swan desk
1.0 : holp fuji
0.87 : hole hold
1.0 : dot doit
0.87 : dot ropy
0.81 : dot dog
0.83 : dot cot
0.87 : hod hoe
0.81 : hot fud
1.0 : hop sty
1.0 : hop art
1.0 : hoy fur
1.0 : hoy dye
1.0 : hoy git
1.0 : loopier lopper
1.0 : loopier loper
1.0 : loopier looper
1.0 : loopier loppier
1.0 : proettes pirouettes
0.81 : scute scud
0.81 : whin shin
0.85 : whid white
0.81 : whit shit
1.0 : borne bourne
1.0 : trending tending
0.87 : xis cote
0.87 : xis core
0.85 : foamed roamed
1.0 : spitters sputters
1.0 : spitters spotters
1.0 : kamseens khamseens
0.81 : busy bush
0.81 : riled filed
1.0 : outrivalling outrivaling
0.83 : coles doles
0.85 : hammer yammer
1.0 : pity potty
1.0 : pity ort
1.0 : pits puts
1.0 : pits pots
0.85 : asker wort
1.0 : vialled vialed
0.85 : mates hates
1.0 : preachy peachy
1.0 : camas camass
1.0 : trey daff
1.0 : stooked stoked
1.0 : dotes does
0.83 : dotes cotes
0.83 : dotes chores
1.0 : doter doer
0.83 : doter coyer
1.0 : diallers dialers
0.85 : roof did
0.85 : roof agha
0.87 : axel scrip
0.81 : gasting basting
1.0 : root ryot
0.81 : root wud
0.85 : root sure
1.0 : root aahs
0.81 : root toph
1.0 : root typy
1.0 : root riot
0.85 : mauled hauled
0.85 : mapper happier
0.81 : bassy gassy
0.83 : cower dower
1.0 : aahing ashing
0.83 : cowed dowed
1.0 : pulper pulpier
0.81 : shipworms whipworms
0.87 : note nod
0.87 : note mis
0.81 : whoopers shoppers
1.0 : sall sal
0.81 : slot slog
0.81 : gapeworms tapeworms
0.81 : wud ryot
0.81 : wud aahs
1.0 : wud toph
0.81 : wud typy
0.81 : wud riot
0.87 : silts wilts
1.0 : basinet bassinet
0.81 : jute log
1.0 : jute lot
1.0 : challahs chalahs
0.81 : gan tan
1.0 : reverts revets
1.0 : charriest chariest
1.0 : nook zees
1.0 : power lad
0.8 : mick midi
1.0 : scandalled scandaled
1.0 : puslike pusslike
0.85 : maars haars
0.81 : ruining fining
1.0 : coping copping
0.81 : blued glued
0.81 : bluey gluey
0.81 : blues glues
0.81 : bluer gluer
1.0 : bima mons
0.85 : vireo cusk
0.87 : erose dose
0.81 : gasket basket
0.81 : glout blot
1.0 : profiters profiteers
0.81 : gaby baby
0.81 : gabs tabs
0.81 : rives fives
0.81 : river fiver
0.81 : rite wha
1.0 : rite tour
1.0 : rite tor
0.81 : rite fire
0.85 : rite rid
1.0 : vrooms ceiba
0.87 : sighlike wiglike
1.0 : teopans trepans
1.0 : embrue embrute
0.85 : maters haters
1.0 : tabours tabors
1.0 : gimbaling gimballing
1.0 : feus fetus
0.81 : aga gout
0.81 : aga dure
0.81 : aga due
1.0 : aga tot
0.87 : reshoe reshod
1.0 : unrivalled unrivaled
0.87 : ods pore
0.87 : ods pure
1.0 : coops chops
1.0 : patroons patrons
1.0 : pettiest prettiest
1.0 : purposes proposes
1.0 : courtiers couriers
1.0 : waded wadded
1.0 : ow pie
1.0 : ow pe
1.0 : ow pye
0.87 : nailing jailing
0.8 : aboideaus aboideaux
0.8 : satyric satyrid
0.85 : haven maven
1.0 : tups tops
1.0 : tups tips
0.85 : hawing yawing
1.0 : jalopies jaloppies
0.81 : riches fiches
1.0 : puff pouff
1.0 : pourer pouter
1.0 : fury furry
1.0 : alfas algas
1.0 : alfas alas
1.0 : qintars quintars
1.0 : cuss boff
1.0 : pries pyrites
1.0 : puts pots
1.0 : nippier nipper
1.0 : quiring quirting
0.89 : quiring airing
0.87 : eon don
0.8 : voter foyer
0.8 : unsoaked unslaked
0.85 : haggis yagis
1.0 : fadged fagged
0.87 : tole told
0.81 : told gold
1.0 : toped rows
0.85 : ryot sure
1.0 : ryot aahs
0.81 : ryot toph
1.0 : ryot typy
1.0 : ryot riot
1.0 : scary scarry
1.0 : swaggers swagers
0.89 : word sord
0.89 : worn sorn
1.0 : galipot gallipot
1.0 : wriggling wiggling
0.87 : wilting silting
0.81 : gangly tangly
0.87 : with sith
1.0 : stippling stoppling
1.0 : stooker stoker
0.85 : hacking yacking
0.85 : yaffs haafs
1.0 : prests pests
1.0 : steak streak
1.0 : steam stream
1.0 : carotin caryotin
1.0 : carotin carrotin
1.0 : ill eff
0.81 : ducted eructed
1.0 : sting stying
0.81 : goggled toggled
0.81 : goggler toggler
0.81 : goggles toggles
1.0 : piassaba piasaba
1.0 : bioscopes bioscopies
1.0 : injuring inuring
1.0 : winkling wrinkling
0.83 : codgers dodgers
1.0 : ropier roper
0.81 : gapping tapping
1.0 : jalopy jaloppy
0.85 : malled haled
1.0 : regret regreet
0.9 : wept spot
0.85 : smackers whackers
1.0 : grippier gripper
0.85 : mackling hackling
1.0 : hiccuping hiccupping
1.0 : diva fobs
1.0 : outwearing outwearying
0.8 : manteaus manteaux
1.0 : zag hyp
1.0 : balds balls
0.81 : balds galls
1.0 : balds baals
0.81 : balds gals
0.85 : chads dyads
0.8 : slaves soaves
1.0 : slavey slavery
0.81 : filing riling
0.83 : sierra courts
1.0 : pinery piney
0.87 : skew ansa
1.0 : sashes sadhes
0.85 : fosters rosters
0.85 : fosters roosters
1.0 : topoi tipi
0.85 : topoi fou
1.0 : topoi topi
1.0 : staging stagging
1.0 : outshout outshot
1.0 : aye dit
1.0 : aye foy
1.0 : gums hind
1.0 : your tie
1.0 : poured pouted
1.0 : snoopier snooper
1.0 : yod tis
0.87 : yod yore
1.0 : yod tuis
1.0 : lopper loper
1.0 : lopper looper
1.0 : lopper loppier
1.0 : porisms purisms
1.0 : porisms prisms
1.0 : hoopoes hopes
1.0 : silds silks
0.87 : silds wilds
0.81 : fiat gosh
0.85 : keir hahs
0.81 : baffing gaffing
0.85 : hoorah hooray
1.0 : disklike dislike
1.0 : sloops slops
0.83 : miss buzz
1.0 : schlepps schleps
1.0 : enamouring enamoring
0.85 : lid lie
0.85 : lid lire
1.0 : lie lire
0.81 : targets gargets
1.0 : lip fet
0.83 : domal comal
1.0 : hadjis hajjis
1.0 : garottes garrottes
0.81 : bagmen gagmen
1.0 : teetotaling teetotalling
0.81 : taluses galluses
1.0 : automations automatons
1.0 : bots bouts
0.87 : nape jape
1.0 : mib nom
1.0 : comping chomping
1.0 : scouring scoring
1.0 : hatting hating
0.85 : hatting matting
0.85 : hatting mating
1.0 : tippers toppers
1.0 : lasses lases
0.8 : bureaus bureaux
0.81 : amateurish amateurism
0.81 : nab nag
0.87 : nab jab
0.87 : nab pork
0.81 : nab leu
0.87 : nag jagg
1.0 : nag leu
0.87 : nag puri
0.87 : nag jag
0.87 : nay jay
0.85 : nay lei
0.83 : doer coyer
0.83 : does cotes
0.83 : does chores
1.0 : allodial alodial
1.0 : nett net
0.87 : japery napery
1.0 : quoting quoiting
1.0 : weirdy quest
0.87 : singing wringing
1.0 : daks rewrote
0.87 : wines singes
1.0 : winey winery
0.87 : wined singed
1.0 : wined wringed
0.9 : oater later
1.0 : singe sine
0.89 : awl seep
1.0 : awe seer
0.87 : winner sinner
1.0 : career carer
1.0 : treat teat
1.0 : pappus pappous
0.8 : parotid parotic
0.81 : tapped gapped
1.0 : upstaring upstarting
0.81 : glazing blazing
0.81 : dui etui
1.0 : dui goop
0.81 : dud gout
0.81 : dud dure
0.81 : dud due
1.0 : due gout
1.0 : due dure
0.81 : due tot
1.0 : prole pyrrole
1.0 : enamours enamors
1.0 : abattis abatis
0.8 : cither dither
1.0 : appal appall
1.0 : piety prey
0.81 : gonged toned
0.81 : gonged tonged
1.0 : crispest crispiest
0.89 : calx calls
1.0 : wallies walies
1.0 : gossiping gossipping
1.0 : strop strip
0.87 : quod quote
1.0 : buffeting buffering
1.0 : lotting louting
1.0 : zebrass zebras
1.0 : dour sire
0.87 : dour write
1.0 : dour site
1.0 : dour dor
0.83 : dour choir
0.87 : dour wire
0.81 : rinds finds
0.85 : mayings hayings
0.81 : tallows gallows
1.0 : retire retie
1.0 : stepping steeping
0.81 : bat bag
1.0 : nogg miff
0.81 : bar gar
1.0 : bas jeer
0.85 : bay bah
0.81 : bal gall
1.0 : herring herrying
0.85 : sulfid sulfite
1.0 : wagoner waggoner
1.0 : wagoned waggoned
1.0 : tittupped tittuped
0.87 : purs lea
1.0 : polypus polypous
1.0 : revet revert
1.0 : super supper
1.0 : sprites spurries
0.81 : sheets whets
1.0 : staged stagged
1.0 : stager stagger
1.0 : dites ford
0.8 : dites cites
1.0 : dites dies
0.81 : tosh gosh
0.89 : tosh towy
0.83 : docketing cockering
0.85 : yapping happing
1.0 : hajjes hajes
0.87 : wore wood
1.0 : wore woe
0.89 : wore sore
0.8 : dim von
1.0 : dim fon
1.0 : dim sub
1.0 : die for
1.0 : die dire
0.8 : die cite
0.85 : die did
0.85 : die agha
1.0 : dig foh
1.0 : dit foy
1.0 : favour favor
0.89 : wort airer
0.89 : wort sort
1.0 : wrigglier wigglier
0.81 : wair waif
0.81 : alts quoits
0.87 : sinkers winkers
0.81 : shorting whoring
1.0 : shorting shoring
0.81 : ganged baned
0.83 : doltish coltish
1.0 : fliting flitting
0.85 : giro girl
1.0 : bogle boggle
0.9 : spier wiper
0.9 : spies wipes
0.81 : whims shims
1.0 : choughs coughs
0.83 : choughs doughs
1.0 : transpiring transporting
0.85 : fash fay
1.0 : fash yeti
1.0 : las lass
1.0 : las pewee
0.81 : tongers goners
1.0 : pesters presters
1.0 : leets lets
0.85 : requiters fakeers
1.0 : kook sees
1.0 : signaled signalled
0.85 : mare hare
0.85 : marl harl
0.85 : mark hark
0.85 : mart hart
1.0 : griping groping
0.81 : bags gags
1.0 : commandeers commanders
0.8 : bijous bijoux
0.85 : fondue rondure
1.0 : awing aweing
1.0 : mouthier mothier
0.81 : whiter shier
0.81 : paganism paganish
1.0 : corse course
1.0 : imbrue imbrute
0.87 : sicks wicks
0.85 : eringo dingo
1.0 : vigors vigours
0.8 : hydrid hydric
1.0 : ladling lalling
1.0 : tarting tarring
1.0 : tarting taring
0.85 : rounder founder
1.0 : swamper swampier
1.0 : compted comped
1.0 : caryotins carotins
1.0 : caryotins carrotins
0.83 : choppiness dopiness
1.0 : flute flue
0.81 : fins ruins
1.0 : fins duma
0.81 : find rind
0.85 : madding hading
0.83 : coughs doughs
1.0 : liers liters
0.83 : dobby cobby
0.81 : basts gasts
0.87 : adjurer clotty
0.81 : glume blume
1.0 : misbiassed misbiased
1.0 : misbiasses misbiases
0.85 : mailers hailers
1.0 : crispier crisper
1.0 : crepier creepier
1.0 : pilaf pilaff
0.85 : haps yaps
1.0 : hoped hopped
1.0 : caryotin carrotin
0.81 : gallus talus
1.0 : hoper hopper
1.0 : valors valours
1.0 : lye lyre
0.81 : priggish priggism
1.0 : delfs dels
0.87 : zoea spurs
1.0 : moue mote
0.87 : moue mod
0.87 : moue bis
1.0 : uprear uptear
1.0 : snipping sniping
0.85 : hake make
1.0 : brios broos
1.0 : spiring spurring
1.0 : coed coted
1.0 : coed chored
0.83 : coed doted
0.85 : farrow farls
0.89 : farrow faros
0.89 : south wroth
1.0 : south soth
1.0 : lipoid lipid
0.87 : nags jags
1.0 : bier biter
1.0 : pepping peeping
1.0 : pepping prepping
1.0 : copied coopted
1.0 : copied chopped
1.0 : copied copped
1.0 : copied coped
1.0 : woomera womera
1.0 : sash trio
0.9 : glady toady
1.0 : assets asserts
1.0 : pavior paviour
0.81 : garter tarter
1.0 : dure gout
0.81 : dure tot
1.0 : pie pe
1.0 : pie pye
1.0 : pig uts
0.83 : pix pis
0.83 : pix pois
1.0 : pip dad
1.0 : pis pois
1.0 : piu it
1.0 : piu fa
1.0 : piu tew
0.85 : hating matting
0.85 : hating mating
1.0 : brevetted breveted
1.0 : regrets regreets
0.85 : founded rounded
0.81 : humph humpy
1.0 : withers writhers
1.0 : tethers teethers
0.81 : gaggers badgers
0.81 : gaggers taggers
1.0 : lunge lune
0.89 : quirting airing
0.81 : gats bats
0.81 : gats tats
0.81 : righting fighting
0.81 : gate bate
0.81 : gate tate
1.0 : mouths moths
1.0 : mouthy mothy
1.0 : golds golfs
0.81 : golds tools
1.0 : roue roe
0.85 : roue foe
0.85 : roue fore
0.85 : hanger manger
1.0 : plating platting
0.85 : hanged maned
1.0 : baals balls
0.81 : baals galls
0.81 : baals gals
1.0 : sheikdom sheikhdom
1.0 : verts vets
0.81 : rag rat
0.87 : ran raj
0.87 : ran tsk
0.85 : ram rah
1.0 : raj tsk
0.85 : rah ray
1.0 : curie currie
1.0 : curie curite
0.81 : faddism faddish
1.0 : ricocheted ricochetted
0.89 : kaka owls
1.0 : wadmaals wadmals
0.83 : doated coated
0.81 : gaged badged
0.81 : gaged tagged
0.8 : aback abaci
1.0 : binge bine
0.81 : blower glower
1.0 : feuar grist
0.83 : coiled doiled
1.0 : trip trop
0.87 : trip sau
0.81 : rill fill
1.0 : tit eyre
1.0 : tip tup
1.0 : tip aah
1.0 : tip ah
1.0 : tip top
0.87 : tis yore
1.0 : tis tuis
1.0 : tenches trenches
1.0 : longer loner
0.81 : gasking basking
0.81 : gasking baking
0.81 : gasking taking
0.81 : gasking tasking
1.0 : sheikdoms sheikhdoms
1.0 : cashier cahier
0.85 : gid gie
1.0 : dialer dialler
1.0 : steppers steepers
0.9 : spur quote
0.85 : hacked yacked
0.81 : gala balsa
0.8 : plastid plastic
0.81 : ogreish ogreism
0.89 : woos wow
1.0 : woos wos
0.85 : woos quiz
1.0 : woof quid
0.85 : woof quite
0.87 : wood woe
0.89 : wood ais
1.0 : wriggliest wiggliest
1.0 : dye fur
1.0 : dye git
0.85 : mairs hairs
1.0 : roosed rosed
1.0 : rooser roser
1.0 : rooses roses
0.85 : haws maws
0.85 : haws yaws
1.0 : inthralls inthrals
0.8 : vocalise focalise
0.81 : blow glow
0.81 : blob glob
0.81 : jiggly drabs
1.0 : stope stupe
0.87 : pewits laura
1.0 : battik batik
0.81 : fiddles riddles
0.81 : fiddler riddler
1.0 : petites pieties
0.85 : fay yeti
0.81 : fat fag
0.89 : sons wons
1.0 : fad yett
1.0 : fad yet
1.0 : brioches brooches
0.85 : mallet haslet
0.81 : shits whits
1.0 : poetising peising
1.0 : grouts grots
0.83 : dopy choppy
0.83 : dopy copy
0.8 : dithers cithers
1.0 : passes pases
0.81 : gapers tapers
0.87 : passel paseo
0.9 : wipers speers
1.0 : buff migg
0.8 : hic hid
0.81 : riddled fiddled
0.81 : whop agio
0.81 : whop shop
0.8 : focally vocally
1.0 : knout knot
0.87 : witing siting
1.0 : witing writing
1.0 : marshalling marshaling
0.81 : tamed gamed
0.81 : tamer gamer
0.81 : tames games
1.0 : spirted spurted
1.0 : spirted sported
0.85 : harriers marriers
0.85 : hatred mated
1.0 : hatred hated
0.81 : glooming blooming
1.0 : cassavas casavas
1.0 : casabas cassabas
1.0 : pirn porn
1.0 : odorful odourful
0.8 : chapeaux chapeaus
0.81 : trout reif
0.81 : attire erupt
0.81 : blets gleets
1.0 : scrapper scrappier
1.0 : gossiped gossipped
0.9 : flaring roaring
1.0 : garotes garrotes
1.0 : hippiest hippest
0.81 : flout flog
0.81 : gaping taping
0.87 : yore tuis
1.0 : galley gallery
0.81 : galled baled
1.0 : kolkhozy kolhozy
1.0 : measly mealy
1.0 : taffias tafias
1.0 : knouting knotting
1.0 : suer surer
0.85 : suer rooty
1.0 : suer dirt
1.0 : vier bort
1.0 : vies vires
1.0 : titers tiers
0.87 : wilt silt
0.87 : will sill
0.87 : wild wile
0.87 : wild auks
0.85 : haling malling
0.81 : whorl shorl
0.81 : whore shoe
0.81 : whore shore
0.81 : whore shote
0.81 : glared blared
0.81 : galloons balloons
0.87 : lead oread
0.85 : mite mid
1.0 : mite mire
1.0 : misbiasing misbiassing
0.81 : shipping whipping
1.0 : copers choppers
1.0 : copers copters
0.83 : copers dopers
1.0 : copers coppers
1.0 : copers copiers
1.0 : rotting rooting
1.0 : rotting routing
1.0 : sputter spotter
1.0 : pooped poppied
1.0 : pooped popped
1.0 : touts toots
0.81 : touts gouts
1.0 : touts toits
1.0 : touts tots
1.0 : ardour ardor
1.0 : preeing peeing
1.0 : preeing pieing
1.0 : mouth moth
0.87 : singer weiner
0.87 : singer wringer
0.87 : singer winger
0.87 : singed wringed
0.8 : rich tofu
0.81 : rice fice
0.81 : cud cue
0.81 : cud bout
0.81 : cud bot
0.81 : cud cure
1.0 : victualling victualing
1.0 : briner bringer
1.0 : gadi gaddi
0.81 : gads bads
0.81 : gads tads
1.0 : stanged staned
0.81 : tame game
0.81 : tams gams
0.81 : tamp gamp
0.81 : basified gasified
1.0 : duet firry
0.81 : tamely gamely
0.81 : toots gouts
1.0 : toots toits
1.0 : toots tots
0.81 : gown town
0.85 : thro scam
1.0 : excerpts excepts
1.0 : instal install
1.0 : tined tinged
1.0 : tines tinges
